servo1 servo2 servo3 distance row column
85 96 90 592 43 38
83 96 90 594 43 37
81 96 90 596 43 36
78 96 90 598 43 35
76 96 90 600 43 34
74 96 90 598 43 33
72 96 90 601 43 32
69 96 90 604 43 31
67 96 90 602 43 30
65 96 90 606 43 29
63 96 90 608 43 28
60 96 90 613 43 27
58 96 90 624 43 26
56 96 90 630 43 25
54 96 90 636 43 24
51 96 90 637 43 23
49 96 90 639 43 22
47 96 90 640 43 21
45 96 90 642 43 20
42 96 90 642 43 19
40 96 90 645 43 18
38 96 90 643 43 17
36 96 90 646 43 16
33 96 90 645 43 15
31 96 90 646 43 14
29 96 90 647 43 13
27 96 90 647 43 12
24 96 90 649 43 11
22 96 90 650 43 10
20 96 90 649 43 9
18 96 90 650 43 8
15 96 90 650 43 7
13 96 90 649 43 6
11 96 90 649 43 5
9 96 90 651 43 4
6 96 90 650 43 3
4 96 90 649 43 2
2 96 90 650 43 1
0 96 90 650 43 0
0 99 90 607 44 0
2 99 90 608 44 1
4 99 90 609 44 2
6 99 90 604 44 3
9 99 90 606 44 4
11 99 90 606 44 5
13 99 90 606 44 6
15 99 90 604 44 7
18 99 90 606 44 8
20 99 90 605 44 9
22 99 90 603 44 10
24 99 90 603 44 11
27 99 90 604 44 12
29 99 90 602 44 13
31 99 90 603 44 14
33 99 90 604 44 15
36 99 90 604 44 16
38 99 90 603 44 17
40 99 90 601 44 18
42 99 90 603 44 19
45 99 90 601 44 20
47 99 90 600 44 21
49 99 90 600 44 22
51 99 90 598 44 23
54 99 90 598 44 24
56 99 90 593 44 25
58 99 90 595 44 26
60 99 90 595 44 27
63 99 90 591 44 28
65 99 90 593 44 29
67 99 90 591 44 30
69 99 90 592 44 31
72 99 90 592 44 32
74 99 90 588 44 33
76 99 90 588 44 34
78 99 90 590 44 35
81 99 90 589 44 36
83 99 90 587 44 37
85 99 90 587 44 38
87 99 90 585 44 39
90 99 90 586 44 40
92 99 90 584 44 41
94 99 90 583 44 42
96 99 90 582 44 43
99 99 90 581 44 44
101 99 90 581 44 45
103 99 90 581 44 46
105 99 90 577 44 47
108 99 90 578 44 48
110 99 90 576 44 49
112 99 90 573 44 50
114 99 90 576 44 51
117 99 90 574 44 52
119 99 90 574 44 53
121 99 90 572 44 54
123 99 90 570 44 55
126 99 90 570 44 56
128 99 90 571 44 57
130 99 90 568 44 58
132 99 90 569 44 59
135 99 90 567 44 60
137 99 90 564 44 61
139 99 90 564 44 62
141 99 90 563 44 63
144 99 90 563 44 64
146 99 90 565 44 65
148 99 90 565 44 66
150 99 90 565 44 67
153 99 90 571 44 68
155 99 90 575 44 69
157 99 90 577 44 70
159 99 90 579 44 71
162 99 90 580 44 72
164 99 90 580 44 73
166 99 90 582 44 74
168 99 90 580 44 75
171 99 90 579 44 76
173 99 90 580 44 77
175 99 90 580 44 78
177 99 90 581 44 79
177 101 90 564 45 79
175 101 90 563 45 78
173 101 90 564 45 77
171 101 90 562 45 76
168 101 90 563 45 75
166 101 90 563 45 74
164 101 90 564 45 73
162 101 90 566 45 72
159 101 90 566 45 71
157 101 90 566 45 70
155 101 90 566 45 69
153 101 90 564 45 68
150 101 90 569 45 67
148 101 90 568 45 66
146 101 90 569 45 65
144 101 90 569 45 64
141 101 90 569 45 63
139 101 90 570 45 62
137 101 90 570 45 61
135 101 90 569 45 60
132 101 90 571 45 59
130 101 90 572 45 58
128 101 90 572 45 57
126 101 90 573 45 56
123 101 90 571 45 55
121 101 90 573 45 54
119 101 90 573 45 53
117 101 90 575 45 52
114 101 90 575 45 51
112 101 90 576 45 50
110 101 90 575 45 49
108 101 90 576 45 48
105 101 90 577 45 47
103 101 90 575 45 46
101 101 90 577 45 45
99 101 90 578 45 44
96 101 90 576 45 43
94 101 90 580 45 42
92 101 90 579 45 41
90 101 90 581 45 40
87 101 90 579 45 39
85 101 90 582 45 38
83 101 90 581 45 37
81 101 90 581 45 36
78 101 90 583 45 35
76 101 90 583 45 34
74 101 90 584 45 33
72 101 90 585 45 32
69 101 90 583 45 31
67 101 90 585 45 30
65 101 90 584 45 29
63 101 90 585 45 28
60 101 90 583 45 27
58 101 90 583 45 26
56 101 90 585 45 25
54 101 90 586 45 24
51 101 90 585 45 23
49 101 90 585 45 22
47 101 90 586 45 21
45 101 90 586 45 20
42 101 90 586 45 19
40 101 90 588 45 18
38 101 90 584 45 17
36 101 90 586 45 16
33 101 90 586 45 15
31 101 90 588 45 14
29 101 90 589 45 13
27 101 90 588 45 12
24 101 90 588 45 11
22 101 90 589 45 10
20 101 90 587 45 9
18 101 90 587 45 8
15 101 90 589 45 7
13 101 90 589 45 6
11 101 90 585 45 5
9 101 90 589 45 4
6 101 90 585 45 3
4 101 90 585 45 2
2 101 90 584 45 1
0 101 90 587 45 0
0 103 90 576 46 0
2 103 90 576 46 1
4 103 90 576 46 2
6 103 90 577 46 3
9 103 90 574 46 4
11 103 90 576 46 5
13 103 90 575 46 6
15 103 90 576 46 7
18 103 90 575 46 8
20 103 90 576 46 9
22 103 90 575 46 10
24 103 90 576 46 11
27 103 90 575 46 12
29 103 90 575 46 13
31 103 90 575 46 14
33 103 90 577 46 15
36 103 90 577 46 16
38 103 90 576 46 17
40 103 90 577 46 18
42 103 90 578 46 19
45 103 90 576 46 20
47 103 90 575 46 21
49 103 90 575 46 22
51 103 90 577 46 23
54 103 90 577 46 24
56 103 90 578 46 25
58 103 90 577 46 26
60 103 90 575 46 27
63 103 90 576 46 28
65 103 90 577 46 29
67 103 90 575 46 30
69 103 90 577 46 31
72 103 90 579 46 32
74 103 90 578 46 33
76 103 90 578 46 34
78 103 90 577 46 35
81 103 90 577 46 36
83 103 90 577 46 37
85 103 90 576 46 38
87 103 90 578 46 39
90 103 90 578 46 40
92 103 90 577 46 41
94 103 90 577 46 42
96 103 90 577 46 43
99 103 90 576 46 44
101 103 90 577 46 45
103 103 90 577 46 46
105 103 90 576 46 47
108 103 90 578 46 48
110 103 90 576 46 49
112 103 90 575 46 50
114 103 90 579 46 51
117 103 90 575 46 52
119 103 90 574 46 53
121 103 90 578 46 54
123 103 90 576 46 55
126 103 90 575 46 56
128 103 90 575 46 57
130 103 90 574 46 58
132 103 90 574 46 59
135 103 90 574 46 60
137 103 90 576 46 61
139 103 90 575 46 62
141 103 90 575 46 63
144 103 90 575 46 64
146 103 90 572 46 65
148 103 90 577 46 66
150 103 90 575 46 67
153 103 90 574 46 68
155 103 90 574 46 69
157 103 90 573 46 70
159 103 90 575 46 71
162 103 90 576 46 72
164 103 90 574 46 73
166 103 90 576 46 74
168 103 90 575 46 75
171 103 90 574 46 76
173 103 90 576 46 77
175 103 90 576 46 78
177 103 90 576 46 79
177 105 90 585 47 79
175 105 90 584 47 78
173 105 90 584 47 77
171 105 90 583 47 76
168 105 90 584 47 75
166 105 90 584 47 74
164 105 90 583 47 73
162 105 90 586 47 72
159 105 90 581 47 71
157 105 90 583 47 70
155 105 90 584 47 69
153 105 90 582 47 68
150 105 90 583 47 67
148 105 90 584 47 66
146 105 90 582 47 65
144 105 90 582 47 64
141 105 90 581 47 63
139 105 90 581 47 62
137 105 90 582 47 61
135 105 90 580 47 60
132 105 90 580 47 59
130 105 90 582 47 58
128 105 90 582 47 57
126 105 90 581 47 56
123 105 90 579 47 55
121 105 90 579 47 54
119 105 90 578 47 53
117 105 90 580 47 52
114 105 90 577 47 51
112 105 90 578 47 50
110 105 90 578 47 49
108 105 90 579 47 48
105 105 90 577 47 47
103 105 90 577 47 46
101 105 90 574 47 45
99 105 90 573 47 44
96 105 90 576 47 43
94 105 90 575 47 42
92 105 90 574 47 41
90 105 90 576 47 40
87 105 90 575 47 39
85 105 90 575 47 38
83 105 90 576 47 37
81 105 90 574 47 36
78 105 90 574 47 35
76 105 90 573 47 34
74 105 90 574 47 33
72 105 90 572 47 32
69 105 90 571 47 31
67 105 90 573 47 30
65 105 90 572 47 29
63 105 90 569 47 28
60 105 90 569 47 27
58 105 90 568 47 26
56 105 90 570 47 25
54 105 90 569 47 24
51 105 90 568 47 23
49 105 90 568 47 22
47 105 90 566 47 21
45 105 90 566 47 20
42 105 90 566 47 19
40 105 90 566 47 18
38 105 90 566 47 17
36 105 90 568 47 16
33 105 90 565 47 15
31 105 90 565 47 14
29 105 90 564 47 13
27 105 90 566 47 12
24 105 90 566 47 11
22 105 90 565 47 10
20 105 90 564 47 9
18 105 90 564 47 8
15 105 90 560 47 7
13 105 90 562 47 6
11 105 90 562 47 5
9 105 90 562 47 4
6 105 90 562 47 3
4 105 90 563 47 2
2 105 90 563 47 1
0 105 90 563 47 0
0 108 90 573 48 0
2 108 90 571 48 1
4 108 90 572 48 2
6 108 90 571 48 3
9 108 90 572 48 4
11 108 90 573 48 5
13 108 90 571 48 6
15 108 90 572 48 7
18 108 90 574 48 8
20 108 90 573 48 9
22 108 90 574 48 10
24 108 90 574 48 11
27 108 90 573 48 12
29 108 90 574 48 13
31 108 90 574 48 14
33 108 90 575 48 15
36 108 90 575 48 16
38 108 90 576 48 17
40 108 90 577 48 18
42 108 90 577 48 19
45 108 90 579 48 20
47 108 90 579 48 21
49 108 90 578 48 22
51 108 90 579 48 23
54 108 90 578 48 24
56 108 90 574 48 25
58 108 90 572 48 26
60 108 90 562 48 27
63 108 90 563 48 28
65 108 90 562 48 29
67 108 90 561 48 30
69 108 90 564 48 31
72 108 90 566 48 32
74 108 90 569 48 33
76 108 90 569 48 34
78 108 90 568 48 35
81 108 90 569 48 36
83 108 90 573 48 37
85 108 90 572 48 38
87 108 90 575 48 39
90 108 90 573 48 40
92 108 90 576 48 41
94 108 90 575 48 42
96 108 90 576 48 43
99 108 90 579 48 44
101 108 90 576 48 45
103 108 90 579 48 46
105 108 90 581 48 47
108 108 90 581 48 48
110 108 90 583 48 49
112 108 90 582 48 50
114 108 90 584 48 51
117 108 90 586 48 52
119 108 90 586 48 53
121 108 90 587 48 54
123 108 90 589 48 55
126 108 90 591 48 56
128 108 90 594 48 57
130 108 90 594 48 58
132 108 90 593 48 59
135 108 90 593 48 60
137 108 90 596 48 61
139 108 90 595 48 62
141 108 90 597 48 63
144 108 90 597 48 64
146 108 90 599 48 65
148 108 90 600 48 66
150 108 90 599 48 67
153 108 90 600 48 68
155 108 90 603 48 69
157 108 90 600 48 70
159 108 90 608 48 71
162 108 90 610 48 72
164 108 90 616 48 73
166 108 90 621 48 74
168 108 90 623 48 75
171 108 90 626 48 76
173 108 90 628 48 77
175 108 90 628 48 78
177 108 90 630 48 79
177 110 90 647 49 79
175 110 90 648 49 78
173 110 90 645 49 77
171 110 90 644 49 76
168 110 90 646 49 75
166 110 90 643 49 74
164 110 90 643 49 73
162 110 90 643 49 72
159 110 90 640 49 71
157 110 90 641 49 70
155 110 90 639 49 69
153 110 90 639 49 68
150 110 90 638 49 67
148 110 90 635 49 66
146 110 90 633 49 65
144 110 90 630 49 64
141 110 90 623 49 63
139 110 90 610 49 62
137 110 90 605 49 61
135 110 90 604 49 60
132 110 90 603 49 59
130 110 90 602 49 58
128 110 90 601 49 57
126 110 90 599 49 56
123 110 90 596 49 55
121 110 90 597 49 54
119 110 90 595 49 53
117 110 90 593 49 52
114 110 90 592 49 51
112 110 90 590 49 50
110 110 90 588 49 49
108 110 90 586 49 48
105 110 90 585 49 47
103 110 90 584 49 46
101 110 90 584 49 45
99 110 90 582 49 44
96 110 90 578 49 43
94 110 90 579 49 42
92 110 90 578 49 41
90 110 90 578 49 40
87 110 90 575 49 39
85 110 90 571 49 38
83 110 90 573 49 37
81 110 90 571 49 36
78 110 90 568 49 35
76 110 90 568 49 34
74 110 90 565 49 33
72 110 90 565 49 32
69 110 90 567 49 31
67 110 90 581 49 30
65 110 90 580 49 29
63 110 90 582 49 28
60 110 90 582 49 27
58 110 90 580 49 26
56 110 90 579 49 25
54 110 90 576 49 24
51 110 90 575 49 23
49 110 90 574 49 22
47 110 90 574 49 21
45 110 90 574 49 20
42 110 90 571 49 19
40 110 90 568 49 18
38 110 90 569 49 17
36 110 90 569 49 16
33 110 90 566 49 15
31 110 90 566 49 14
29 110 90 566 49 13
27 110 90 566 49 12
24 110 90 564 49 11
22 110 90 565 49 10
20 110 90 565 49 9
18 110 90 562 49 8
15 110 90 563 49 7
13 110 90 563 49 6
11 110 90 563 49 5
9 110 90 563 49 4
6 110 90 563 49 3
4 110 90 562 49 2
2 110 90 564 49 1
0 110 90 562 49 0
0 112 90 555 50 0
2 112 90 555 50 1
4 112 90 555 50 2
6 112 90 554 50 3
9 112 90 554 50 4
11 112 90 556 50 5
13 112 90 554 50 6
15 112 90 553 50 7
18 112 90 555 50 8
20 112 90 556 50 9
22 112 90 555 50 10
24 112 90 556 50 11
27 112 90 556 50 12
29 112 90 556 50 13
31 112 90 559 50 14
33 112 90 560 50 15
36 112 90 558 50 16
38 112 90 560 50 17
40 112 90 561 50 18
42 112 90 561 50 19
45 112 90 563 50 20
47 112 90 565 50 21
49 112 90 567 50 22
51 112 90 568 50 23
54 112 90 569 50 24
56 112 90 571 50 25
58 112 90 572 50 26
60 112 90 573 50 27
63 112 90 577 50 28
65 112 90 577 50 29
67 112 90 581 50 30
69 112 90 583 50 31
72 112 90 583 50 32
74 112 90 584 50 33
76 112 90 579 50 34
78 112 90 567 50 35
81 112 90 566 50 36
83 112 90 568 50 37
85 112 90 573 50 38
87 112 90 569 50 39
90 112 90 574 50 40
92 112 90 576 50 41
94 112 90 579 50 42
96 112 90 579 50 43
99 112 90 583 50 44
101 112 90 583 50 45
103 112 90 585 50 46
105 112 90 587 50 47
108 112 90 590 50 48
110 112 90 591 50 49
112 112 90 592 50 50
114 112 90 598 50 51
117 112 90 601 50 52
119 112 90 598 50 53
121 112 90 601 50 54
123 112 90 604 50 55
126 112 90 605 50 56
128 112 90 607 50 57
130 112 90 622 50 58
132 112 90 629 50 59
135 112 90 636 50 60
137 112 90 638 50 61
139 112 90 640 50 62
141 112 90 641 50 63
144 112 90 642 50 64
146 112 90 645 50 65
148 112 90 646 50 66
150 112 90 648 50 67
153 112 90 650 50 68
155 112 90 653 50 69
157 112 90 651 50 70
159 112 90 653 50 71
162 112 90 654 50 72
164 112 90 655 50 73
166 112 90 655 50 74
168 112 90 656 50 75
171 112 90 654 50 76
173 112 90 655 50 77
175 112 90 654 50 78
177 112 90 654 50 79
177 114 90 301 51 79
175 114 90 302 51 78
173 114 90 300 51 77
171 114 90 293 51 76
168 114 90 295 51 75
166 114 90 271 51 74
164 114 90 658 51 73
162 114 90 658 51 72
159 114 90 660 51 71
157 114 90 657 51 70
155 114 90 659 51 69
153 114 90 658 51 68
150 114 90 658 51 67
148 114 90 659 51 66
146 114 90 658 51 65
144 114 90 660 51 64
141 114 90 657 51 63
139 114 90 652 51 62
137 114 90 652 51 61
135 114 90 648 51 60
132 114 90 646 51 59
130 114 90 644 51 58
128 114 90 642 51 57
126 114 90 638 51 56
123 114 90 623 51 55
121 114 90 612 51 54
119 114 90 607 51 53
117 114 90 609 51 52
114 114 90 604 51 51
112 114 90 600 51 50
110 114 90 597 51 49
108 114 90 598 51 48
105 114 90 595 51 47
103 114 90 590 51 46
101 114 90 590 51 45
99 114 90 587 51 44
96 114 90 585 51 43
94 114 90 581 51 42
92 114 90 579 51 41
90 114 90 576 51 40
87 114 90 575 51 39
85 114 90 572 51 38
83 114 90 569 51 37
81 114 90 571 51 36
78 114 90 586 51 35
76 114 90 587 51 34
74 114 90 585 51 33
72 114 90 585 51 32
69 114 90 583 51 31
67 114 90 580 51 30
65 114 90 577 51 29
63 114 90 576 51 28
60 114 90 573 51 27
58 114 90 569 51 26
56 114 90 567 51 25
54 114 90 567 51 24
51 114 90 564 51 23
49 114 90 562 51 22
47 114 90 562 51 21
45 114 90 559 51 20
42 114 90 558 51 19
40 114 90 555 51 18
38 114 90 556 51 17
36 114 90 555 51 16
33 114 90 553 51 15
31 114 90 548 51 14
29 114 90 546 51 13
27 114 90 541 51 12
24 114 90 531 51 11
22 114 90 528 51 10
20 114 90 527 51 9
18 114 90 528 51 8
15 114 90 525 51 7
13 114 90 525 51 6
11 114 90 525 51 5
9 114 90 524 51 4
6 114 90 524 51 3
4 114 90 525 51 2
2 114 90 524 51 1
0 114 90 526 51 0
0 117 90 517 52 0
2 117 90 516 52 1
4 117 90 517 52 2
6 117 90 515 52 3
9 117 90 515 52 4
11 117 90 515 52 5
13 117 90 515 52 6
15 117 90 517 52 7
18 117 90 516 52 8
20 117 90 516 52 9
22 117 90 519 52 10
24 117 90 520 52 11
27 117 90 520 52 12
29 117 90 522 52 13
31 117 90 522 52 14
33 117 90 524 52 15
36 117 90 524 52 16
38 117 90 525 52 17
40 117 90 528 52 18
42 117 90 528 52 19
45 117 90 527 52 20
47 117 90 532 52 21
49 117 90 536 52 22
51 117 90 548 52 23
54 117 90 557 52 24
56 117 90 561 52 25
58 117 90 562 52 26
60 117 90 565 52 27
63 117 90 568 52 28
65 117 90 570 52 29
67 117 90 573 52 30
69 117 90 575 52 31
72 117 90 578 52 32
74 117 90 581 52 33
76 117 90 579 52 34
78 117 90 571 52 35
81 117 90 561 52 36
83 117 90 553 52 37
85 117 90 556 52 38
87 117 90 554 52 39
90 117 90 556 52 40
92 117 90 557 52 41
94 117 90 559 52 42
96 117 90 561 52 43
99 117 90 565 52 44
101 117 90 572 52 45
103 117 90 572 52 46
105 117 90 576 52 47
108 117 90 579 52 48
110 117 90 582 52 49
112 117 90 585 52 50
114 117 90 586 52 51
117 117 90 593 52 52
119 117 90 595 52 53
121 117 90 598 52 54
123 117 90 603 52 55
126 117 90 606 52 56
128 117 90 609 52 57
130 117 90 615 52 58
132 117 90 624 52 59
135 117 90 645 52 60
137 117 90 654 52 61
139 117 90 664 52 62
141 117 90 665 52 63
144 117 90 666 52 64
146 117 90 668 52 65
148 117 90 283 52 66
150 117 90 303 52 67
153 117 90 305 52 68
155 117 90 306 52 69
157 117 90 305 52 70
159 117 90 304 52 71
162 117 90 305 52 72
164 117 90 306 52 73
166 117 90 306 52 74
168 117 90 306 52 75
171 117 90 296 52 76
173 117 90 289 52 77
175 117 90 279 52 78
177 117 90 664 52 79
177 119 90 673 53 79
175 119 90 673 53 78
173 119 90 673 53 77
171 119 90 674 53 76
168 119 90 673 53 75
166 119 90 674 53 74
164 119 90 671 53 73
162 119 90 674 53 72
159 119 90 674 53 71
157 119 90 285 53 70
155 119 90 305 53 69
153 119 90 309 53 68
150 119 90 307 53 67
148 119 90 307 53 66
146 119 90 309 53 65
144 119 90 309 53 64
141 119 90 306 53 63
139 119 90 628 53 62
137 119 90 630 53 61
135 119 90 638 53 60
132 119 90 653 53 59
130 119 90 661 53 58
128 119 90 668 53 57
126 119 90 667 53 56
123 119 90 664 53 55
121 119 90 659 53 54
119 119 90 657 53 53
117 119 90 653 53 52
114 119 90 632 53 51
112 119 90 618 53 50
110 119 90 618 53 49
108 119 90 613 53 48
105 119 90 610 53 47
103 119 90 605 53 46
101 119 90 602 53 45
99 119 90 599 53 44
96 119 90 597 53 43
94 119 90 590 53 42
92 119 90 588 53 41
90 119 90 581 53 40
87 119 90 579 53 39
85 119 90 573 53 38
83 119 90 587 53 37
81 119 90 572 53 36
78 119 90 558 53 35
76 119 90 546 53 34
74 119 90 542 53 33
72 119 90 538 53 32
69 119 90 535 53 31
67 119 90 531 53 30
65 119 90 533 53 29
63 119 90 548 53 28
60 119 90 563 53 27
58 119 90 565 53 26
56 119 90 555 53 25
54 119 90 542 53 24
51 119 90 535 53 23
49 119 90 532 53 22
47 119 90 530 53 21
45 119 90 526 53 20
42 119 90 525 53 19
40 119 90 524 53 18
38 119 90 523 53 17
36 119 90 521 53 16
33 119 90 521 53 15
31 119 90 519 53 14
29 119 90 518 53 13
27 119 90 517 53 12
24 119 90 516 53 11
22 119 90 515 53 10
20 119 90 767 53 9
18 119 90 767 53 8
15 119 90 767 53 7
13 119 90 767 53 6
11 119 90 511 53 5
9 119 90 767 53 4
6 119 90 511 53 3
4 119 90 509 53 2
2 119 90 511 53 1
0 119 90 510 53 0
0 121 90 506 54 0
2 121 90 506 54 1
4 121 90 507 54 2
6 121 90 506 54 3
9 121 90 508 54 4
11 121 90 507 54 5
13 121 90 508 54 6
15 121 90 508 54 7
18 121 90 509 54 8
20 121 90 510 54 9
22 121 90 510 54 10
24 121 90 511 54 11
27 121 90 511 54 12
29 121 90 513 54 13
31 121 90 516 54 14
33 121 90 516 54 15
36 121 90 517 54 16
38 121 90 518 54 17
40 121 90 519 54 18
42 121 90 523 54 19
45 121 90 523 54 20
47 121 90 526 54 21
49 121 90 527 54 22
51 121 90 530 54 23
54 121 90 535 54 24
56 121 90 541 54 25
58 121 90 527 54 26
60 121 90 522 54 27
63 121 90 523 54 28
65 121 90 526 54 29
67 121 90 530 54 30
69 121 90 559 54 31
72 121 90 572 54 32
74 121 90 584 54 33
76 121 90 587 54 34
78 121 90 591 54 35
81 121 90 595 54 36
83 121 90 598 54 37
85 121 90 603 54 38
87 121 90 607 54 39
90 121 90 590 54 40
92 121 90 596 54 41
94 121 90 595 54 42
96 121 90 598 54 43
99 121 90 602 54 44
101 121 90 609 54 45
103 121 90 611 54 46
105 121 90 614 54 47
108 121 90 622 54 48
110 121 90 626 54 49
112 121 90 630 54 50
114 121 90 643 54 51
117 121 90 663 54 52
119 121 90 669 54 53
121 121 90 673 54 54
123 121 90 676 54 55
126 121 90 681 54 56
128 121 90 681 54 57
130 121 90 680 54 58
132 121 90 681 54 59
135 121 90 680 54 60
137 121 90 308 54 61
139 121 90 312 54 62
141 121 90 311 54 63
144 121 90 311 54 64
146 121 90 312 54 65
148 121 90 309 54 66
150 121 90 306 54 67
153 121 90 636 54 68
155 121 90 644 54 69
157 121 90 676 54 70
159 121 90 682 54 71
162 121 90 681 54 72
164 121 90 682 54 73
166 121 90 680 54 74
168 121 90 680 54 75
171 121 90 681 54 76
173 121 90 680 54 77
175 121 90 679 54 78
177 121 90 676 54 79
177 123 90 683 55 79
175 123 90 688 55 78
173 123 90 692 55 77
171 123 90 679 55 76
168 123 90 684 55 75
166 123 90 1 55 74
164 123 90 713 55 73
162 123 90 681 55 72
159 123 90 679 55 71
157 123 90 657 55 70
155 123 90 634 55 69
153 123 90 639 55 68
150 123 90 674 55 67
148 123 90 687 55 66
146 123 90 687 55 65
144 123 90 277 55 64
141 123 90 311 55 63
139 123 90 313 55 62
137 123 90 313 55 61
135 123 90 314 55 60
132 123 90 309 55 59
130 123 90 691 55 58
128 123 90 688 55 57
126 123 90 686 55 56
123 123 90 688 55 55
121 123 90 687 55 54
119 123 90 680 55 53
117 123 90 678 55 52
114 123 90 672 55 51
112 123 90 664 55 50
110 123 90 635 55 49
108 123 90 631 55 48
105 123 90 626 55 47
103 123 90 620 55 46
101 123 90 616 55 45
99 123 90 615 55 44
96 123 90 610 55 43
94 123 90 600 55 42
92 123 90 602 55 41
90 123 90 592 55 40
87 123 90 611 55 39
85 123 90 610 55 38
83 123 90 606 55 37
81 123 90 602 55 36
78 123 90 597 55 35
76 123 90 594 55 34
74 123 90 590 55 33
72 123 90 586 55 32
69 123 90 581 55 31
67 123 90 577 55 30
65 123 90 571 55 29
63 123 90 549 55 28
60 123 90 535 55 27
58 123 90 520 55 26
56 123 90 517 55 25
54 123 90 514 55 24
51 123 90 513 55 23
49 123 90 528 55 22
47 123 90 530 55 21
45 123 90 524 55 20
42 123 90 523 55 19
40 123 90 521 55 18
38 123 90 517 55 17
36 123 90 516 55 16
33 123 90 514 55 15
31 123 90 513 55 14
29 123 90 510 55 13
27 123 90 509 55 12
24 123 90 767 55 11
22 123 90 511 55 10
20 123 90 520 55 9
18 123 90 520 55 8
15 123 90 526 55 7
13 123 90 526 55 6
11 123 90 526 55 5
9 123 90 525 55 4
6 123 90 525 55 3
4 123 90 525 55 2
2 123 90 525 55 1
0 123 90 525 55 0
0 126 90 521 56 0
2 126 90 521 56 1
4 126 90 521 56 2
6 126 90 522 56 3
9 126 90 521 56 4
11 126 90 522 56 5
13 126 90 523 56 6
15 126 90 523 56 7
18 126 90 524 56 8
20 126 90 524 56 9
22 126 90 525 56 10
24 126 90 527 56 11
27 126 90 528 56 12
29 126 90 529 56 13
31 126 90 530 56 14
33 126 90 532 56 15
36 126 90 534 56 16
38 126 90 535 56 17
40 126 90 532 56 18
42 126 90 522 56 19
45 126 90 525 56 20
47 126 90 507 56 21
49 126 90 506 56 22
51 126 90 506 56 23
54 126 90 513 56 24
56 126 90 535 56 25
58 126 90 539 56 26
60 126 90 543 56 27
63 126 90 547 56 28
65 126 90 550 56 29
67 126 90 542 56 30
69 126 90 439 56 31
72 126 90 358 56 32
74 126 90 351 56 33
76 126 90 346 56 34
78 126 90 340 56 35
81 126 90 336 56 36
83 126 90 333 56 37
85 126 90 332 56 38
87 126 90 326 56 39
90 126 90 328 56 40
92 126 90 323 56 41
94 126 90 324 56 42
96 126 90 323 56 43
99 126 90 323 56 44
101 126 90 322 56 45
103 126 90 323 56 46
105 126 90 322 56 47
108 126 90 326 56 48
110 126 90 324 56 49
112 126 90 328 56 50
114 126 90 329 56 51
117 126 90 333 56 52
119 126 90 336 56 53
121 126 90 342 56 54
123 126 90 343 56 55
126 126 90 348 56 56
128 126 90 337 56 57
130 126 90 318 56 58
132 126 90 316 56 59
135 126 90 321 56 60
137 126 90 314 56 61
139 126 90 703 56 62
141 126 90 702 56 63
144 126 90 702 56 64
146 126 90 702 56 65
148 126 90 702 56 66
150 126 90 701 56 67
153 126 90 708 56 68
155 126 90 696 56 69
157 126 90 617 56 70
159 126 90 604 56 71
162 126 90 596 56 72
164 126 90 619 56 73
166 126 90 654 56 74
168 126 90 648 56 75
171 126 90 667 56 76
173 126 90 679 56 77
175 126 90 1 56 78
177 126 90 1 56 79
177 128 90 657 57 79
175 128 90 1 57 78
173 128 90 1 57 77
171 128 90 647 57 76
168 128 90 658 57 75
166 128 90 646 57 74
164 128 90 611 57 73
162 128 90 583 57 72
159 128 90 583 57 71
157 128 90 590 57 70
155 128 90 720 57 69
153 128 90 5 57 68
150 128 90 708 57 67
148 128 90 1 57 66
146 128 90 710 57 65
144 128 90 710 57 64
141 128 90 710 57 63
139 128 90 702 57 62
137 128 90 362 57 61
135 128 90 357 57 60
132 128 90 347 57 59
130 128 90 340 57 58
128 128 90 331 57 57
126 128 90 331 57 56
123 128 90 326 57 55
121 128 90 326 57 54
119 128 90 324 57 53
117 128 90 325 57 52
114 128 90 326 57 51
112 128 90 328 57 50
110 128 90 326 57 49
108 128 90 325 57 48
105 128 90 327 57 47
103 128 90 325 57 46
101 128 90 326 57 45
99 128 90 325 57 44
96 128 90 326 57 43
94 128 90 326 57 42
92 128 90 326 57 41
90 128 90 326 57 40
87 128 90 325 57 39
85 128 90 325 57 38
83 128 90 326 57 37
81 128 90 325 57 36
78 128 90 324 57 35
76 128 90 326 57 34
74 128 90 326 57 33
72 128 90 326 57 32
69 128 90 328 57 31
67 128 90 335 57 30
65 128 90 342 57 29
63 128 90 351 57 28
60 128 90 360 57 27
58 128 90 448 57 26
56 128 90 536 57 25
54 128 90 536 57 24
51 128 90 531 57 23
49 128 90 527 57 22
47 128 90 506 57 21
45 128 90 504 57 20
42 128 90 501 57 19
40 128 90 517 57 18
38 128 90 537 57 17
36 128 90 535 57 16
33 128 90 532 57 15
31 128 90 530 57 14
29 128 90 529 57 13
27 128 90 526 57 12
24 128 90 523 57 11
22 128 90 767 57 10
20 128 90 501 57 9
18 128 90 429 57 8
15 128 90 342 57 7
13 128 90 333 57 6
11 128 90 330 57 5
9 128 90 329 57 4
6 128 90 330 57 3
4 128 90 330 57 2
2 128 90 331 57 1
0 128 90 329 57 0
0 130 90 442 58 0
2 130 90 456 58 1
4 130 90 422 58 2
6 130 90 471 58 3
9 130 90 436 58 4
11 130 90 368 58 5
